id	name	desc	str1	str2	str3	str4	str5	str6	str7	str8	str9	str10	str11	str12	str13	str14	str15	str16
1637760	Grand Horn of Heaven	During your opponent's Main Phase, when a monster(s) would be Special Summoned: Negate that Special Summon, and if you do, destroy that monster(s). Then, your opponent draws 1 card, also end the Main Phase.																
1639384	Divine Dragon Knight Felgrand	"2 Level 8 monsters
Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster on the field; this turn, its effects are negated, but it is unaffected by other card effects."	Negate effect															
1641882	Fusionist	"""Petit Angel"" + ""Mystical Sheep #2"""																
1644289	Vylon Segment	"Equip only to a ""Vylon"" monster. It cannot be targeted by the effects of your opponent's Trap Cards or Effect Monsters. If this face-up card is sent to the Graveyard: You can add 1 ""Vylon"" Spell Card from your Deck to your hand."	Search															
1662004	Brotherhood of the Fire Fist - Spirit	"Cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Beast-Warrior-Type monster. When this card is Normal Summoned: You can target 1 Level 3 FIRE monster with 200 or less DEF in your Graveyard; Special Summon that target in face-up Defense Position. If you do, you can only attack with Beast-Warrior-Type monsters for the rest of this turn. You can only use the effect of ""Brotherhood of the Fire Fist - Spirit"" once per turn."	Special Summon															
1669772	Spell Purification	Discard 1 card from your hand. Destroy all face-up Continuous Spell Cards.																
1686814	Ultimaya Tzolkin	"This card is treated as Level 12. Cannot be Synchro Summoned. Must be Special Summoned by sending 2 Level 5 or higher monsters you control that has the same Level (1 Tuner and 1 non-Tuner), and cannot be Special Summoned by other ways. Once per turn, when a Spell/Trap Card(s) is Set on your side of the field: You can Special Summon 1 ""Power Tool"" Synchro Monster or Level 7 or 8 Dragon-Type Synchro Monster from your Extra Deck. While you control another Synchro Monster, this face-up card on the field cannot be targeted by attacks or card effects."																
1689516	The Big March of Animals	Until the end of this turn, all face-up Beast-Type monsters on your side of the field gain 200 ATK for each Beast-Type monster on your side of the field.																
1697104	PSY-Framegear Epsilon	"Cannot be Normal Summoned/Set. Must be Special Summoned by a card effect, and cannot be Special Summoned by other ways. During either player's turn, when your opponent activates a Trap Card while you control no monsters: You can Special Summon both this card from your hand and 1 ""PSY-Frame Driver"" from your hand, Deck, or Graveyard, and if you do, negate that activation, and if you do that, destroy it. During the End Phase, banish the face-up monsters Special Summoned by this effect."	Special Summon															
1710476	Malefic Cyber End Dragon	"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 1 ""Cyber End Dragon"" from your Extra Deck. There can only be 1 face-up ""Malefic"" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card."																
1761063	Nekogal #1	A pussy-fairy. Contrary to her lovely beauty, she claws on her enemies.																
1764972	Doomkaiser Dragon/Assault Mode	"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". When this card is Special Summoned, Special Summon any number of Zombie-Type monsters from either player's Graveyard(s) to your side of the field. Those monsters' effects are negated, and they are destroyed during the End Phase this turn. When this card on the field is destroyed, you can Special Summon 1 ""Doomkaiser Dragon"" from your Graveyard."	Special Summon	"Special Summon ""Doomkaiser Dragon"""														
1781310	Fuh-Rin-Ka-Zan	You can only activate this card when there are at least 1 monster each of WIND, WATER, FIRE and EARTH Attributes face-up on the field. Select and apply 1 of these effects: ● Destroy all monsters on your opponent's side of the field. ● Destroy all Spell and Trap Cards on your opponent's side of the field. ● Randomly discard 2 cards from your opponent's hand. ● Draw 2 cards.	Destroy all monsters on your opponent's side of the field	Destroy all Spell and Trap Cards on your opponent's side of the field	Randomly discard 2 cards from your opponent's hand	Draw 2 cards												
1784619	Uraby	Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.																
1784686	The Eye of Timaeus	"(This card is also always treated as ""Legendary Dragon Timaeus"".)
Target 1 ""Dark Magician"" monster you control; Fusion Summon 1 Fusion Monster from your Extra Deck that lists that monster on the field as a Fusion Material Monster, using it as the Fusion Material. You can only activate 1 ""The Eye of Timaeus"" per turn."																
1801154	Centrifugal Field	When a Fusion Monster is destroyed and sent to the Graveyard by a card effect, select 1 of the Fusion Material Monsters written in the card text of that Fusion Monster from your Graveyard and Special Summon it to your side of the field.	Special Summon															
1802450	Sealing Ceremony of Mokuton	Once per turn, you can Tribute 1 face-up EARTH monster to select up to 2 cards in your opponent's Graveyard, and banish them.	"Use the effect of ""Sealing Ceremony of Mokuton"" now?"	Banish														
1804528	Dark Coffin	"When this face-down card is destroyed and sent to the Graveyard, your opponent selects and executes 1 of the following effects:
● Discard 1 random card in their hand.
● Select 1 monster on their side of the field and destroy it."	Select effect	Discard 1 random card	Select 1 monster on your side of the field and destroy it													
1826676	Toy Knight	"Cannot be Special Summoned from the Deck. If your opponent controls more monsters than you do, you can Special Summon this card (from your hand). When this card is Normal or Special Summoned: You can Special Summon 1 ""Toy Knight"" from your hand."																
1828513	Shadow of the Six Samurai - Shien	"2 Level 4 ""Six Samurai"" monsters
Once per turn, during either player's turn: You can detach 1 Xyz Material from this card to target 1 face-up ""Six Samurai"" monster you control with less than 2000 ATK; its original ATK becomes 2000 until the End Phase."																
1833916	Heroic Challenger - Thousand Blades	"Once per turn: You can discard 1 ""Heroic"" card; Special Summon 1 ""Heroic"" monster from your Deck, and if you do, change this card to Defense Position. If you activate this effect, you cannot Special Summon any monsters for the rest of this turn, except ""Heroic"" monsters. When you take damage from an attack or a card effect while this card is in your Graveyard: You can Special Summon this card from the Graveyard in face-up Attack Position. You can only use this effect of ""Heroic Challenger - Thousand Blades"" once per turn."																
1834107	Wattcine	When a Thunder-Type monster you control inflicts Battle Damage to your opponent, gain Life Points equal to the damage inflicted.	LP Recovery															
1834753	Overdrive Teleporter	This card cannot be Special Summoned. You can pay 2000 Life Points to Special Summon 2 Level 3 Psychic-Type monsters from your Deck. This effect can only be used once while this card is face-up on the field.																
1845204	Instant Fusion	"Pay 1000 Life Points; Special Summon 1 Level 5 or lower Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon). The Fusion Monster Special Summoned by this effect cannot attack, and is destroyed during the End Phase. Only 1 ""Instant Fusion"" can be activated per turn."																
1855932	Bujintei Kagutsuchi	"2 Level 4 Beast-Warrior-Type monsters
When this card is Xyz Summoned: Send the top 5 cards of your Deck to the Graveyard (or your entire Deck, if less than 5), also this card gains 100 ATK for each ""Bujin"" card sent to the Graveyard by this effect. If a ""Bujin"" Beast-Warrior-Type monster(s) you control would be destroyed by battle or by card effect, you can detach 1 Xyz Material from this card instead of destroying 1 of those monsters. You can only control 1 ""Bujintei Kagutsuchi""."	Send cards from Deck to Graveyard	"Detach material from ""Bujintei Kagutsuchi""?"														
1896112	Dimension Explosion	Return 1 face-up Fusion Monster you control to the Extra Deck. Both players select up to 2 of their monsters that are removed from play, and Special Summon them.																
